KW
3328.418
3301.3442
3219.9177
3124.7126
3146.9292
3186.9539
3238.684
3341.2383
3595.4717
3341.2383
3533.7832
3470.1343
3023.385
3151.3647
2962.741
2605.1003
2544.742
2711.1465
2714.042
2732.1348
2842.9243
3205.5635
3451.0352
3648.0754
3665.6226
3433.076
3321.498
3238.1604
3253.3123
3318.406
3325.9358
3374.1025
3374.1025
3416.0159
3268.7805
3099.3547
3031.922
3063.471
2869.4897
2571.2336
2418.495
2413.6587
2355.3071
2379.1208
2442.9836
2493.949
2780.739
3063.5332
3258.6245
3228.753
3229.681
3145.9448
3208.7773
3211.3545
3213.5217
3233.809
3233.809
3235.8735
3146.5823
2958.007
2738.9478
2694.1648
2526.1501
2377.369
2274.4038
2276.9182
2279.8137
2309.3433
2373.206
2498.0579
2972.526
3067.642
3221.5308
3232.8616
3233.7898
3150.0535
3221.2979
3223.8748
3229.7197
3261.1536
3317.1306
3392.23
3361.1104
3228.3962
3045.6282
2820.739
2875.872
2538.343
2421.0737
2445.871
2357.8857
2446.216
2551.8108
2672.157
3141.1997
3232.249
3334.5698
3249.6611
3242.4824
3147.6074
3214.3726
3220.6272
3224.4565
3345.4421
3350.805
3377.0117
3374.5007
3490.6182
3416.9758
3174.6736
2979.7444
2639.8662
2620.4016
2729.242
2610.2795
2715.8801
2659.797
2920.2422
3015.5903
3148.336
3036.4292
2852.8406
2766.2988
2738.6702
2748.2039
2788.8508
2791.018
2874.9268
3211.1597
3232.4453
3182.5303
3071.8113
3132.9944
2947.6943
2685.9646
2493.0679
2446.7678
2433.466
2436.3618
2443.501
2539.5933
2438.643
2841.5503
2890.414
2910.5476
2688.415
2597.323
2609.8484
2622.6282
2625.205
2625.205
2752.747
2959.3132
3017.875
3186.869
3224.77
2987.2708
2824.1492
2656.712
2335.1768
2317.0984
2315.7346
2378.1123
2355.365
2445.0654
2745.1707
2937.8696
3335.952
3549.4543
3301.3442
3219.9177
3051.8118
3103.1868
3115.9077
3120.8733
3186.6074
3334.7473
3341.2383
3216.2014
3015.8223
3019.1965
2807.2913
2647.665
2524.8293
2408.64
2436.9102
2483.5276
2584.7664
2545.2373
2842.4048
3164.5984
3446.3018
3434.8162
3316.8286
3227.9343
3137.4463
3208.6904
3211.2676
3213.4348
3245.5903
3299.0032
3299.0032
3268.7805
3071.292
2869.3545
2814.3567
2887.4912
2473.4375
2357.248
2413.6587
2355.3071
2448.662
2558.6174
2623.5432
3136.8997
3230.5864
3306.7004
3267.855
3229.681
3145.9448
3217.189
3219.766
3221.9333
3235.8735
3291.079
3298.9885
3255.9417
3042.835
2875.7368
2802.8127
2639.2607
2395.3655
2281.7546
2346.6958
2357.8857
2448.662
2551.6196
2627.652
2970.7473
3456.7927
3440.169
3332.0002
3273.8347
3157.5222
3265.9194
3268.4966
3239.9348
3392.23
3486.3936
3495.383
3343.717
3221.312
3045.6282
3060.8699
2652.793
2538.343
2530.5225
2520.3467
2523.2422
2624.9731
2881.7734
3225.1245
3470.5962
3561.133
3416.2786
3301.941
3238.6914
3147.6074
3214.3726
3216.9497
3222.7944
3245.9353
3290.835
3377.0117
3273.3188
3184.844
3041.1677
3056.4094
2974.405
2567.049
2524.2388
2511.2212
2514.1167
2521.2559
2659.797
2789.8982
2958.1
3162.6892
3192.528
3099.333
3105.4893
3077.8606
3083.0698
3085.647
3102.2405
3248.2
3211.1597
3353.3096
3296.3103
3221.4312
3150.8313
3150.6348
2981.4043
2773.4868
2675.4807
2677.949
2665.0747
2688.815
2678.0522
2829.0896
2919.0718
3086.2275
3186.7664
3061.92
2869.799
2960.9426
2716.5427
2810.4875
2956.6267
3163.7046
3327.8894
3454.6306
3409.0654
3410.2698
3287.3474
3154.1128
2949.6165
2770.1511
2645.8962
2687.058
2652.9893
2727.8982
2833.1565
3157.5156
3501.141
3688.0645
3779.5952
3590.4502
3331.2136
3182.4194
3243.017
3283.801
3284.864
3374.435
3601.5764
3596.8242
3597.7124
3528.0974
3440.1738
3188.3516
3011.3625
2730.36
2712.51
2734.5432
2714.042
2732.1348
2842.9243
3216.7273
3504.871
3759.9238
3749.7302
3726.0142
3429.4138
3311.6433
3272.299
3274.8762
3352.1426
3477.2556
3692.2585
3801.6338
3692.2817
3622.9087
3474.5144
3268.3352
3087.6353
2735.0789
2717.2288
2735.789
2715.2878
2634.9194
2867.567
3183.4124
3428.884
3736.3855
3765.855
3713.5554
3461.9207
3322.706
3332.2544
3334.8313
3363.2053
3466.8743
3482.2847
3703.3213
3605.1348
3519.913
3458.7317
3270.1833
3041.6255
2840.7751
2719.8074
2738.3677
2741.2632
2770.5464
2884.168
3219.3726
3507.516
3765.2783
3870.8438
3729.479
3714.0505
3609.091
3686.7595
3689.3367
3695.4631
3729.0518
3820.2876
3938.1243
3958.5059
3848.148
3569.0005
3262.6377
3126.277
2920.5317
2778.277
2797.9468
2903.0132
2917.668
3089.3704
3490.04
3617.4958
3889.0288
4040.9263
4069.184
4024.0308
3717.0273
3806.7178
3898.6692
4023.1543
4099.3584
4199.6357
4104.4644
4078.543
3861.464
3587.9924
3299.4338
3082.424
2903.0164
2769.3188
2743.0112
2748.7385
2812.9724
2841.2344
2943.639
3038.987
3205.5674
3278.1057
3223.8896
3105.4893
3051.764
3083.0698
3100.0732
3102.2405
3248.2
3450.86
3506.1362
3475.6882
3411.0017
3327.2207
3211.7903
3069.7698
2945.9983
2871.6165
2720.7468
2838.5012
2845.0166
2863.1365
3015.0051
3077.6353
3287.539
3334.891
3217.2747
3063.9414
2960.9426
2954.0496
2956.6267
2982.7234
